Year,Average_Temperature_C,Total_Precipitation_mm,CO2_Emissions_MT,Extreme_Weather_Events,Irrigation_Access_%,Pesticide_Use_KG_per_HA,Fertilizer_Use_KG_per_HA,Soil_Health_Index,Economic_Impact_Million_USD,Country_Australia,Country_Brazil,Country_Canada,Country_China,Country_France,Country_India,Country_Nigeria,Country_Russia,Country_USA,Region_Central,Region_East,Region_Grand Est,Region_Ile-de-France,Region_Maharashtra,Region_Midwest,Region_New South Wales,Region_North,Region_North Central,Region_North West,Region_Northeast,Region_Northwest,Region_Northwestern,Region_Nouvelle-Aquitaine,Region_Ontario,Region_Pampas,Region_Patagonia,Region_Prairies,Region_Provence-Alpes-Cote d’Azur,Region_Punjab,Region_Quebec,Region_Queensland,Region_Siberian,Region_South,Region_South East,Region_South West,Region_Southeast,Region_Tamil Nadu,Region_Victoria,Region_Volga,Region_West,Region_West Bengal,Region_Western Australia,Crop_Type_Coffee,Crop_Type_Corn,Crop_Type_Cotton,Crop_Type_Fruits,Crop_Type_Rice,Crop_Type_Soybeans,Crop_Type_Sugarcane,Crop_Type_Vegetables,Crop_Type_Wheat,Adaptation_Strategies_Drought-resistant Crops,Adaptation_Strategies_No Adaptation,Adaptation_Strategies_Organic Farming,Adaptation_Strategies_Water Management
1.577916372423218,-1.7452148671149852,0.5136126752265343,-0.2161613014312856,-1.2575303460505416,1.2199046277330194,-1.1874018466508316,0.9364916300758636,0.8026157129025989,304.99,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1.082068650231059,-0.5504176838099285,1.2975858106358038,-0.7866588846654948,-1.5734213119252287,-1.2259331792464343,0.07275691552028114,0.17437698570393237,-0.7141059192042764,821.47,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
-1.0004917829760085,0.1228548895561325,0.8641570425805745,1.3486320697254022,0.006033517448206489,1.5254419497502765,0.5772344922711481,-0.3296357612824407,0.21682345342416828,1131.22,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-1.6946785940450309,1.3263732201845837,0.9987945028322964,0.5522640147617306,-0.9416393801758546,0.7912288384040215,-0.6608404361707882,-0.9440645696334856,-0.43235123142470966,149.55,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1.2804077391079225,-1.712946622018425,1.4068312272674373,0.24722244984874558,-1.5734213119252287,-1.1943789469978006,-0.580786538902525,-0.4208944618425165,-0.6190322811486053,349.94,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.8837295613541954,0.9217119843790754,0.22844909337764385,-1.6330910132599235,1.2695973809469547,1.2633878990024778,-0.0659571650911065,-0.3651639576836915,0.22623178219009396,591.07,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0.28871229472360477,-1.4661381527663586,-1.5251050657617082,-1.3687992757208103,-0.9416393801758546,-0.7768625812689292,-1.0100410570133858,1.2228070951918266,0.6268285175392492,295.92,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1.1812381946694908,0.7263582843350371,1.0721134076492056,1.3043894000051983,0.9537064150722676,0.7923832615350691,0.7069770154300581,-0.2481298989501591,-0.11989568135633309,189.74,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-0.6038136052222813,-0.46582255477300105,-1.7419064088428164,-1.5574127624227323,0.9537064150722676,-0.39667256344392926,-0.05767572744266538,1.3300883156975647,-1.674745803725118,416.54,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.30630497190698597,0.39059411238434594,-0.127325239907931,-1.2919567441015085,-1.5734213119252287,-1.4306508811522036,1.4833617949714062,1.6132689399545943,0.3133826170744592,1030.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
